Model,DPO4034,x
Firmware Version,2.1,x
,,x
Point Format,Y,x
Horizontal Units,S,x
Horizontal Scale,0.0002,x
Sample Interval,2.00E-07,x
Record Length,10000,x
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,2
Label,,
TIME,CH1,CH2
-1.56E-04,4.70875,4.8725
-1.56E-04,4.70281,4.86906
-1.56E-04,4.69531,4.87344
-1.55E-04,4.70406,4.87312
-1.55E-04,4.70031,4.87312
-1.55E-04,4.70406,4.86344
-1.55E-04,4.71,4.86313
-1.55E-04,4.69875,4.865
-1.54E-04,4.70031,4.83719
-1.54E-04,4.71,4.90531
-1.54E-04,4.70812,4.87188
-1.54E-04,4.70562,4.87219
-1.54E-04,4.7075,4.87031
-1.53E-04,4.70656,4.87219
-1.53E-04,4.69688,4.875
-1.53E-04,4.70781,4.86719
-1.53E-04,4.7025,4.87281
-1.53E-04,4.70531,4.87938
-1.52E-04,4.70375,4.86344
-1.52E-04,4.69406,4.86188
-1.52E-04,4.70031,4.86344
-1.52E-04,4.69062,4.87156
-1.52E-04,4.69562,4.86625
-1.51E-04,4.70406,4.86781
-1.51E-04,4.70125,4.95375
-1.51E-04,4.68906,4.74469
-1.51E-04,4.69906,4.89062
-1.51E-04,4.69875,4.86219
-1.50E-04,4.70531,4.86406
-1.50E-04,4.7,4.87438
-1.50E-04,4.69937,4.865
-1.50E-04,4.69281,4.86063
-1.50E-04,4.70312,4.86281
-1.49E-04,4.69375,4.8625
-1.49E-04,4.69688,4.86344
-1.49E-04,4.69813,4.88719
-1.49E-04,4.69219,4.87063
-1.49E-04,4.70406,4.85531
-1.48E-04,4.70063,4.86844
-1.48E-04,4.695,4.86125
-1.48E-04,4.7125,4.86063
-1.48E-04,4.69281,4.8675
-1.48E-04,4.69156,4.85125
-1.47E-04,4.69281,4.86063
-1.47E-04,4.6925,4.86344
-1.47E-04,4.69688,4.85938
-1.47E-04,4.6875,4.87
-1.47E-04,4.69656,4.85875
-1.46E-04,4.69688,4.85969
-1.46E-04,4.70156,4.87188
-1.46E-04,4.69937,4.87156
-1.46E-04,4.69688,4.87563
-1.46E-04,4.69281,4.87375
-1.45E-04,4.69937,4.86
-1.45E-04,4.69031,4.85156
-1.45E-04,4.68187,4.84781
-1.45E-04,4.69094,4.90406
-1.45E-04,4.7175,4.86
-1.44E-04,4.69,4.85969
-1.44E-04,4.69625,4.86625
-1.44E-04,4.69156,4.86219
-1.44E-04,4.69375,4.86469
-1.44E-04,4.69094,4.86375
-1.43E-04,4.69375,4.87219
-1.43E-04,4.69406,4.8675
-1.43E-04,4.70156,4.85875
-1.43E-04,4.69,4.86469
-1.43E-04,4.68969,4.85125
-1.42E-04,4.68938,4.85625
-1.42E-04,4.69562,4.8575
-1.42E-04,4.69,4.86219
-1.42E-04,4.70375,4.91812
-1.42E-04,4.69156,4.78813
-1.41E-04,4.70094,4.89281
-1.41E-04,4.70562,4.87125
-1.41E-04,4.70406,4.86719
-1.41E-04,4.69594,4.86563
-1.41E-04,4.70688,4.85969
-1.40E-04,4.69344,4.85375
-1.40E-04,4.69656,4.87438
-1.40E-04,4.7,4.85438
-1.40E-04,4.69375,4.86125
-1.40E-04,4.70344,4.8725
-1.39E-04,4.69469,4.87531
-1.39E-04,4.70063,4.86594
-1.39E-04,4.69437,4.86594
-1.39E-04,4.69406,4.87
-1.39E-04,4.69594,4.87219
-1.38E-04,4.7025,4.8625
-1.38E-04,4.70063,4.85156
-1.38E-04,4.69719,4.85531
-1.38E-04,4.70063,4.865
-1.38E-04,4.67875,4.8625
-1.37E-04,4.6825,4.86594
-1.37E-04,4.69156,4.865
-1.37E-04,4.69531,4.86281
-1.37E-04,4.69656,4.86531
-1.37E-04,4.69281,4.85969
-1.36E-04,4.69813,4.86156
-1.36E-04,4.70063,4.85656
-1.36E-04,4.69344,4.86656
-1.36E-04,4.68938,4.84906
-1.36E-04,4.69531,4.8525
-1.35E-04,4.695,4.89188
-1.35E-04,4.6925,4.85063
-1.35E-04,4.69688,4.84375
-1.35E-04,4.68688,4.86031
-1.35E-04,4.70094,4.86781
-1.34E-04,4.68281,4.855
-1.34E-04,4.69688,4.86594
-1.34E-04,4.69594,4.86406
-1.34E-04,4.69688,4.865
-1.34E-04,4.69969,4.86031
-1.33E-04,4.7025,4.86031
-1.33E-04,4.69,4.85531
-1.33E-04,4.69437,4.86156
-1.33E-04,4.70406,4.85594
-1.33E-04,4.69313,4.86031
-1.32E-04,4.7,4.95063
-1.32E-04,4.69531,4.7475
-1.32E-04,4.68438,4.89
-1.32E-04,4.69031,4.85594
-1.32E-04,4.69625,4.85562
-1.31E-04,4.68313,4.87125
-1.31E-04,4.68875,4.84813
-1.31E-04,4.69,4.85719
-1.31E-04,4.69094,4.86344
-1.31E-04,4.68531,4.86031
-1.30E-04,4.68875,4.85375
-1.30E-04,4.69406,4.86438
-1.30E-04,4.67375,4.85406
-1.30E-04,4.6775,4.86656
-1.30E-04,4.69313,4.86469
-1.29E-04,4.69062,4.86625
-1.29E-04,4.69094,4.85719
-1.29E-04,4.67531,4.86406
-1.29E-04,4.69688,4.87281
-1.29E-04,4.70063,4.86719
-1.28E-04,4.69406,4.85719
-1.28E-04,4.68562,4.86063
-1.28E-04,4.68469,4.8525
-1.28E-04,4.70187,4.86031
-1.28E-04,4.69406,4.86313
-1.27E-04,4.69406,4.84594
-1.27E-04,4.69781,4.85188
-1.27E-04,4.6875,4.85125
-1.27E-04,4.68344,4.84938
-1.27E-04,4.68375,4.86656
-1.26E-04,4.68906,4.86625
-1.26E-04,4.69031,4.85531
-1.26E-04,4.68656,4.80594
-1.26E-04,4.68875,4.90906
-1.26E-04,4.70125,4.87188
-1.25E-04,4.70219,4.85594
-1.25E-04,4.69156,4.85938
-1.25E-04,4.70469,4.85531
-1.25E-04,4.69906,4.86531
-1.25E-04,4.6925,4.86625
-1.24E-04,4.68531,4.85719
-1.24E-04,4.68812,4.86313
-1.24E-04,4.695,4.85375
-1.24E-04,4.69562,4.86375
-1.24E-04,4.69156,4.86406
-1.23E-04,4.69469,4.87906
-1.23E-04,4.69594,4.86219
-1.23E-04,4.69156,4.86563
-1.23E-04,4.70187,4.77188
-1.23E-04,4.67875,5.00906
-1.22E-04,4.6875,4.80969
-1.22E-04,4.69594,4.87063
-1.22E-04,4.70781,4.8625
-1.22E-04,4.69125,4.86063
-1.22E-04,4.70406,4.85406
-1.21E-04,4.69469,4.85875
-1.21E-04,4.68844,4.87438
-1.21E-04,4.70094,4.87344
-1.21E-04,4.70094,4.85969
-1.21E-04,4.69375,4.85844
-1.20E-04,4.69125,4.85562
-1.20E-04,4.7,4.86156
-1.20E-04,4.70688,4.86469
-1.20E-04,4.69906,4.86344
-1.20E-04,4.70125,4.85875
-1.19E-04,4.6925,4.86563
-1.19E-04,4.69406,4.86188
-1.19E-04,4.70125,4.87844
-1.19E-04,4.69625,4.85875
-1.19E-04,4.69094,4.86375
-1.18E-04,4.6975,4.86406
-1.18E-04,4.68562,4.86438
-1.18E-04,4.69844,4.86188
-1.18E-04,4.70531,4.84625
-1.18E-04,4.70438,4.87656
-1.17E-04,4.70344,4.87188
-1.17E-04,4.70312,4.86031
-1.17E-04,4.7025,4.86906
-1.17E-04,4.69562,4.86531
-1.17E-04,4.70063,4.86
-1.16E-04,4.70656,4.86063
-1.16E-04,4.69656,4.84313
-1.16E-04,4.69094,4.88313
-1.16E-04,4.69906,4.86625
-1.16E-04,4.70438,4.85344
-1.15E-04,4.69,4.85469
-1.15E-04,4.69813,4.86094
-1.15E-04,4.70281,4.85813
-1.15E-04,4.68281,4.86781
-1.15E-04,4.68906,4.85469
-1.14E-04,4.6925,4.85531
-1.14E-04,4.68469,4.85844
-1.14E-04,4.69562,4.855
-1.14E-04,4.68906,4.86094
-1.14E-04,4.69656,4.855
-1.13E-04,4.69094,4.86125
-1.13E-04,4.68313,4.96938
-1.13E-04,4.70969,4.725
-1.13E-04,4.68594,4.89281
-1.13E-04,4.69094,4.86656
-1.12E-04,4.69625,4.85094
-1.12E-04,4.70187,4.86781
-1.12E-04,4.69531,4.86156
-1.12E-04,4.69313,4.85844
-1.12E-04,4.68562,4.85844
-1.11E-04,4.69469,4.86156
-1.11E-04,4.69781,4.87031
-1.11E-04,4.69625,4.86344
-1.11E-04,4.69344,4.86125
-1.11E-04,4.69937,4.86031
-1.10E-04,4.6975,4.85906
-1.10E-04,4.69813,4.85219
-1.10E-04,4.68531,4.85875
-1.10E-04,4.6925,4.86
-1.10E-04,4.68969,4.85063
-1.09E-04,4.7025,4.86688
-1.09E-04,4.69375,4.86594
-1.09E-04,4.68344,4.8625
-1.09E-04,4.69219,4.85875
-1.09E-04,4.68156,4.86313
-1.08E-04,4.6925,4.87563
-1.08E-04,4.69781,4.87344
-1.08E-04,4.69469,4.88281
-1.08E-04,4.69469,4.87531
-1.08E-04,4.70312,4.86719
-1.07E-04,4.69469,4.85875
-1.07E-04,4.69219,4.87094
-1.07E-04,4.70156,4.86344
-1.07E-04,4.68969,4.84438
-1.07E-04,4.69,4.81438
-1.06E-04,4.69594,4.90844
-1.06E-04,4.70375,4.89094
-1.06E-04,4.69281,4.875
-1.06E-04,4.69625,4.85875
-1.06E-04,4.69562,4.87312
-1.05E-04,4.70875,4.87
-1.05E-04,4.69688,4.85438
-1.05E-04,4.7025,4.86156
-1.05E-04,4.69156,4.86688
-1.05E-04,4.69,4.85719
-1.04E-04,4.70094,4.8675
-1.04E-04,4.70906,4.87594
-1.04E-04,4.68781,4.85938
-1.04E-04,4.70406,4.87375
-1.04E-04,4.68812,4.85906
-1.03E-04,4.69125,4.82688
-1.03E-04,4.69656,4.9225
-1.03E-04,4.68969,4.83438
-1.03E-04,4.69125,4.88125
-1.03E-04,4.69656,4.86625
-1.02E-04,4.68875,4.86844
-1.02E-04,4.68938,4.87438
-1.02E-04,4.70594,4.86156
-1.02E-04,4.70312,4.87188
-1.02E-04,4.69656,4.86719
-1.01E-04,4.69281,4.86688
-1.01E-04,4.70187,4.87344
-1.01E-04,4.69719,4.85625
-1.01E-04,4.69219,4.865
-1.01E-04,4.69469,4.87344
-1.00E-04,4.69813,4.85906
-1.00E-04,4.70031,4.86625
-1.00E-04,4.69406,4.86313
-9.98E-05,4.69594,4.87906
-9.96E-05,4.70156,4.86563
-9.94E-05,4.68531,4.87031
-9.92E-05,4.69719,4.85562
-9.90E-05,4.69594,4.86719
-9.88E-05,4.69813,4.85969
-9.86E-05,4.69375,4.87281
-9.84E-05,4.67938,4.86156
-9.82E-05,4.68875,4.86625
-9.80E-05,4.69281,4.86625
-9.78E-05,4.70031,4.86094
-9.76E-05,4.68406,4.87156
-9.74E-05,4.68781,4.875
-9.72E-05,4.69281,4.85875
-9.70E-05,4.70219,4.86969
-9.68E-05,4.69125,4.82406
-9.66E-05,4.68625,4.90188
-9.64E-05,4.68969,4.89
-9.62E-05,4.69375,4.85344
-9.60E-05,4.69531,4.85813
-9.58E-05,4.69531,4.87469
-9.56E-05,4.69688,4.86844
-9.54E-05,4.69281,4.86719
-9.52E-05,4.69719,4.87281
-9.50E-05,4.70094,4.85688
-9.48E-05,4.69219,4.87031
-9.46E-05,4.69937,4.87156
-9.44E-05,4.69094,4.85969
-9.42E-05,4.68594,4.87188
-9.40E-05,4.68594,4.86906
-9.38E-05,4.70375,5.02156
-9.36E-05,4.69906,4.66094
-9.34E-05,4.69406,4.93281
-9.32E-05,4.70156,4.84625
-9.30E-05,4.69219,4.86313
-9.28E-05,4.7025,4.8725
-9.26E-05,4.69719,4.85781
-9.24E-05,4.70312,4.86937
-9.22E-05,4.69062,4.87
-9.20E-05,4.69688,4.8675
-9.18E-05,4.70063,4.87312
-9.16E-05,4.68969,4.86156
-9.14E-05,4.69781,4.8625
-9.12E-05,4.70031,4.86375
-9.10E-05,4.68938,4.85531
-9.08E-05,4.70125,4.865
-9.06E-05,4.70969,4.86
-9.04E-05,4.69625,4.85813
-9.02E-05,4.70562,4.86563
-9.00E-05,4.70812,4.85719
-8.98E-05,4.7025,4.86188
-8.96E-05,4.69562,4.86969
-8.94E-05,4.70063,4.86625
-8.92E-05,4.7,4.85562
-8.90E-05,4.68938,4.86344
-8.88E-05,4.70031,4.85781
-8.86E-05,4.70063,4.86969
-8.84E-05,4.69688,4.85344
-8.82E-05,4.69906,4.86063
-8.80E-05,4.70562,4.8675
-8.78E-05,4.69375,4.86937
-8.76E-05,4.70063,4.86188
-8.74E-05,4.69656,4.86844
-8.72E-05,4.68844,4.81719
-8.70E-05,4.69156,4.88625
-8.68E-05,4.70594,4.88844
-8.66E-05,4.70375,4.85813
-8.64E-05,4.69531,4.86281
-8.62E-05,4.69156,4.86094
-8.60E-05,4.69031,4.85781
-8.58E-05,4.69281,4.87031
-8.56E-05,4.70937,4.85531
-8.54E-05,4.69625,4.87156
-8.52E-05,4.69,4.86969
-8.50E-05,4.69062,4.86719
-8.48E-05,4.69937,4.85844
-8.46E-05,4.70281,4.85406
-8.44E-05,4.71094,4.8675
-8.42E-05,4.69281,4.85906
-8.40E-05,4.70937,4.77469
-8.38E-05,4.70906,4.97813
-8.36E-05,4.69719,4.80625
-8.34E-05,4.68969,4.87094
-8.32E-05,4.695,4.855
-8.30E-05,4.70406,4.86156
-8.28E-05,4.69937,4.86156
-8.26E-05,4.69937,4.86813
-8.24E-05,4.70688,4.85781
-8.22E-05,4.69844,4.86156
-8.20E-05,4.69656,4.85313
-8.18E-05,4.6925,4.86781
-8.16E-05,4.69281,4.85562
-8.14E-05,4.69719,4.85875
-8.12E-05,4.68906,4.86188
-8.10E-05,4.70281,4.87125
-8.08E-05,4.69125,4.87312
-8.06E-05,4.69313,4.8575
-8.04E-05,4.68656,4.86469
-8.02E-05,4.70562,4.85531
-8.00E-05,4.68625,4.86188
-7.98E-05,4.7025,4.86
-7.96E-05,4.6925,4.85844
-7.94E-05,4.68812,4.855
-7.92E-05,4.695,4.85813
-7.90E-05,4.69625,4.84969
-7.88E-05,4.70562,4.865
-7.86E-05,4.6975,4.86688
-7.84E-05,4.69406,4.86531
-7.82E-05,4.69031,4.85281
-7.80E-05,4.7075,4.85969
-7.78E-05,4.69937,4.85688
-7.76E-05,4.69313,4.86844
-7.74E-05,4.69813,4.815
-7.72E-05,4.68562,4.90344
-7.70E-05,4.70312,4.875
-7.68E-05,4.69969,4.87438
-7.66E-05,4.70812,4.86156
-7.64E-05,4.6975,4.86688
-7.62E-05,4.70531,4.87219
-7.60E-05,4.7025,4.86344
-7.58E-05,4.69313,4.8625
-7.56E-05,4.70219,4.88094
-7.54E-05,4.70312,4.86
-7.52E-05,4.70562,4.86719
-7.50E-05,4.69656,4.86844
-7.48E-05,4.695,4.86844
-7.46E-05,4.69562,4.87094
-7.44E-05,4.7,4.97344
-7.42E-05,4.70656,4.7525
-7.40E-05,4.68969,4.89031
-7.38E-05,4.69813,4.87781
-7.36E-05,4.69656,4.83875
-7.34E-05,4.69375,4.87594
-7.32E-05,4.69969,4.86469
-7.30E-05,4.69469,4.86438
-7.28E-05,4.70219,4.87375
-7.26E-05,4.69813,4.8575
-7.24E-05,4.69625,4.86906
-7.22E-05,4.70562,4.87188
-7.20E-05,4.695,4.87344
-7.18E-05,4.70531,4.86563
-7.16E-05,4.70031,4.86656
-7.14E-05,4.69688,4.87781
-7.12E-05,4.70187,4.85188
-7.10E-05,4.69781,4.8625
-7.08E-05,4.69906,4.85938
-7.06E-05,4.69906,4.86438
-7.04E-05,4.69156,4.88063
-7.02E-05,4.70125,4.85906
-7.00E-05,4.705,4.87625
-6.98E-05,4.68688,4.87469
-6.96E-05,4.69875,4.86188
-6.94E-05,4.69437,4.86375
-6.92E-05,4.70375,4.8625
-6.90E-05,4.69562,4.87
-6.88E-05,4.68719,4.86531
-6.86E-05,4.7025,4.86125
-6.84E-05,4.69469,4.86063
-6.82E-05,4.69562,4.85406
-6.80E-05,4.70469,4.85969
-6.78E-05,4.69625,4.86656
-6.76E-05,4.68688,4.83594
-6.74E-05,4.69719,4.89031
-6.72E-05,4.70469,4.8625
-6.70E-05,4.705,4.8525
-6.68E-05,4.69375,4.85344
-6.66E-05,4.69969,4.84719
-6.64E-05,4.69531,4.85
-6.62E-05,4.69531,4.85438
-6.60E-05,4.69969,4.86094
-6.58E-05,4.69594,4.87063
-6.56E-05,4.7,4.87469
-6.54E-05,4.69594,4.84281
-6.52E-05,4.68938,4.86625
-6.50E-05,4.69125,4.85531
-6.48E-05,4.69469,4.85281
-6.46E-05,4.70125,4.76781
-6.44E-05,4.69219,4.99094
-6.42E-05,4.69875,4.8175
-6.40E-05,4.69,4.86406
-6.38E-05,4.67938,4.86031
-6.36E-05,4.69813,4.85844
-6.34E-05,4.68938,4.85969
-6.32E-05,4.695,4.86156
-6.30E-05,4.70312,4.85938
-6.28E-05,4.70625,4.85938
-6.26E-05,4.69937,4.85344
-6.24E-05,4.69937,4.85688
-6.22E-05,4.69313,4.8625
-6.20E-05,4.70094,4.86125
-6.18E-05,4.71125,4.85875
-6.16E-05,4.70625,4.85781
-6.14E-05,4.69594,4.85875
-6.12E-05,4.70031,4.86844
-6.10E-05,4.7,4.86438
-6.08E-05,4.32031,3.40125
-6.06E-05,3.91344,0.0365625
-6.04E-05,4.27281,0.0553125
-6.02E-05,4.45031,0.04875
-6.00E-05,4.55938,0.0634375
-5.98E-05,4.61125,0.0634375
-5.96E-05,4.64844,0.058125
-5.94E-05,4.65656,0.06875
-5.92E-05,4.67719,0.0859375
-5.90E-05,4.69125,0.079375
-5.88E-05,4.68219,0.07875
-5.86E-05,4.69125,0.0771875
-5.84E-05,4.69406,0.0859375
-5.82E-05,4.70937,0.085625
-5.80E-05,4.70156,0.0171875
-5.78E-05,4.69562,0.133125
-5.76E-05,4.7,0.10125
-5.74E-05,4.69437,0.0790625
-5.72E-05,4.69031,0.0659375
-5.70E-05,4.69375,0.08625
-5.68E-05,4.70063,0.071875
-5.66E-05,4.7025,0.0696875
-5.64E-05,4.69594,0.0734375
-5.62E-05,4.69656,0.0728125
-5.60E-05,4.70531,0.055625
-5.58E-05,4.68844,0.068125
-5.56E-05,4.70156,0.05375
-5.54E-05,4.68969,0.0665625
-5.52E-05,4.69906,0.0484375
-5.50E-05,4.69313,0.0565625
-5.48E-05,4.70625,0.141563
-5.46E-05,4.68875,-0.048125
-5.44E-05,4.69688,0.0815625
-5.42E-05,4.69937,0.0353125
-5.40E-05,4.69688,0.058125
-5.38E-05,4.6875,0.0509375
-5.36E-05,4.69156,0.0425
-5.34E-05,4.69562,0.044375
-5.32E-05,4.70219,0.0415625
-5.30E-05,4.69594,0.045
-5.28E-05,4.68375,0.0484375
-5.26E-05,4.69437,0.044375
-5.24E-05,4.69562,0.033125
-5.22E-05,4.69406,0.0421875
-5.20E-05,4.70875,0.0415625
-5.18E-05,4.69094,0.0390625
-5.16E-05,4.68844,0.0425
-5.14E-05,4.6975,0.04
-5.12E-05,4.69656,0.0384375
-5.10E-05,4.6975,0.0396875
-5.08E-05,4.69656,0.028125
-5.06E-05,4.68625,0.031875
-5.04E-05,4.69813,0.0221875
-5.02E-05,4.69844,0.036875
-5.00E-05,4.69562,0.029375
-4.98E-05,4.69469,0.0409375
-4.96E-05,4.6925,0.0359375
-4.94E-05,4.69437,0.0275
-4.92E-05,4.68875,0.0353125
-4.90E-05,4.69688,0.0378125
-4.88E-05,4.69469,0.0315625
-4.86E-05,4.69156,0.018125
-4.84E-05,4.69688,0.0628125
-4.82E-05,4.69,-0.0371875
-4.80E-05,4.68656,0.0796875
-4.78E-05,4.69344,0.025625
-4.76E-05,4.68656,0.014375
-4.74E-05,4.6875,0.031875
-4.72E-05,4.6925,0.026875
-4.70E-05,4.68906,0.024375
-4.68E-05,4.69531,0.0328125
-4.66E-05,4.69688,0.02375
-4.64E-05,4.69281,0.0234375
-4.62E-05,4.69156,0.0315625
-4.60E-05,4.68938,0.0215625
-4.58E-05,4.69031,0.03125
-4.56E-05,4.69844,0.023125
-4.54E-05,4.69313,0.024375
-4.52E-05,4.70156,0.02
-4.50E-05,4.68562,0.054375
-4.48E-05,4.69625,0.025
-4.46E-05,4.68938,0.0153125
-4.44E-05,4.69844,0.039375
-4.42E-05,4.69813,0.0159375
-4.40E-05,4.69906,0.0296875
-4.38E-05,4.70219,0.03125
-4.36E-05,4.70125,0.016875
-4.34E-05,4.69469,0.025
-4.32E-05,4.70656,0.0334375
-4.30E-05,4.69937,0.020625
-4.28E-05,4.70063,0.024375
-4.26E-05,4.69594,0.016875
-4.24E-05,4.68969,0.0225
-4.22E-05,4.69219,0.0240625
-4.20E-05,4.6925,0.0325
-4.18E-05,4.69594,0.035625
-4.16E-05,4.6975,0.036875
-4.14E-05,4.68688,0.0209375
-4.12E-05,4.67875,0.0234375
-4.10E-05,-0.338437,-0.0371875
-4.08E-05,-0.272188,0.0403125
-4.06E-05,-0.269062,0.016875
-4.04E-05,-0.2575,0.020625
-4.02E-05,-0.239688,0.02625
-4.00E-05,-0.22875,0.0215625
-3.98E-05,-0.225,0.0259375
-3.96E-05,-0.212813,0.0246875
-3.94E-05,-0.215,0.024375
-3.92E-05,-0.215625,0.0359375
-3.90E-05,-0.20375,0.0271875
-3.88E-05,-0.20375,0.0340625
-3.86E-05,-0.199375,-0.023125
-3.84E-05,-0.213437,0.066875
-3.82E-05,-0.20125,0.0484375
-3.80E-05,-0.213125,0.018125
-3.78E-05,-0.210938,0.0109375
-3.76E-05,-0.21125,0.0240625
-3.74E-05,-0.199688,0.0115625
-3.72E-05,-0.22125,0.015
-3.70E-05,-0.217812,0.03125
-3.68E-05,-0.210938,0.0215625
-3.66E-05,-0.219688,0.023125
-3.64E-05,-0.212813,0.015625
-3.62E-05,-0.215,0.0153125
-3.60E-05,-0.217188,0.03125
-3.58E-05,-0.2275,0.0165625
-3.56E-05,-0.220938,0.0265625
-3.54E-05,-0.212813,0.12375
-3.52E-05,-0.24125,-0.106562
-3.50E-05,-0.235,0.0421875
-3.48E-05,-0.238125,0.0359375
-3.46E-05,-0.23625,0.018125
-3.44E-05,-0.23,0.0278125
-3.42E-05,-0.235313,0.0165625
-3.40E-05,-0.235937,0.0125
-3.38E-05,-0.240312,0.0065625
-3.36E-05,-0.235625,0.0146875
-3.34E-05,-0.229375,0.0096875
-3.32E-05,-0.224375,0.008125
-3.30E-05,-0.237188,0.01625
-3.28E-05,-0.235313,0.020625
-3.26E-05,-0.238438,0.0175
-3.24E-05,-0.226875,0.0178125
-3.22E-05,-0.249375,0.0075
-3.20E-05,-0.233125,0.0290625
-3.18E-05,-0.236563,0.0196875
-3.16E-05,-0.240312,0.03125
-3.14E-05,-0.249375,0.014375
-3.12E-05,-0.2475,0.024375
-3.10E-05,-0.248125,0.0159375
-3.08E-05,-0.24625,0.021875
-3.06E-05,-0.239375,0.015
-3.04E-05,-0.241563,0.02
-3.02E-05,-0.251875,0.00625
-3.00E-05,-0.243438,0.0146875
-2.98E-05,-0.238438,0.0125
-2.96E-05,-0.234375,0.008125
-2.94E-05,-0.238438,0.0015625
-2.92E-05,-0.239063,0.003125
-2.90E-05,-0.229688,0.050625
-2.88E-05,-0.245313,-0.065
-2.86E-05,-0.24125,0.04875
-2.84E-05,-0.245313,0.0165625
-2.82E-05,-0.25,0.011875
-2.80E-05,-0.239063,0.0159375
-2.78E-05,-0.234063,0.0190625
-2.76E-05,-0.239375,0.013125
-2.74E-05,-0.237812,0.01625
-2.72E-05,-0.246875,0.0196875
-2.70E-05,-0.244375,0.01375
-2.68E-05,-0.245313,0.0121875
-2.66E-05,-0.250938,0.01
-2.64E-05,-0.2325,0.01
-2.62E-05,-0.245625,0.0240625
-2.60E-05,-0.252813,0.0178125
-2.58E-05,-0.220625,0.142188
-2.56E-05,-0.276563,-0.150625
-2.54E-05,-0.239688,0.11
-2.52E-05,-0.255625,-0.00875
-2.50E-05,-0.239063,0.0334375
-2.48E-05,-0.232813,0.02125
-2.46E-05,-0.239063,0.010625
-2.44E-05,-0.245313,0.02375
-2.42E-05,-0.239375,0.0109375
-2.40E-05,-0.23375,0.0159375
-2.38E-05,-0.235625,0.0128125
-2.36E-05,-0.239375,0.0075
-2.34E-05,-0.2325,-0.005
-2.32E-05,-0.241563,0.00625
-2.30E-05,-0.233437,0.0153125
-2.28E-05,-0.238125,0.018125
-2.26E-05,-0.24125,0.0046875
-2.24E-05,-0.242188,0.016875
-2.22E-05,-0.24,0.0053125
-2.20E-05,-0.240938,0.006875
-2.18E-05,-0.234688,0.008125
-2.16E-05,-0.235313,0.0159375
-2.14E-05,-0.235937,0.0115625
-2.12E-05,-0.23125,0.0046875
-2.10E-05,-0.234063,0.010625
-2.08E-05,-0.24,0.0009375
-2.06E-05,-0.23375,0.0115625
-2.04E-05,-0.245,0.0015625
-2.02E-05,-0.24,0.010625
-2.00E-05,-0.249375,0.015
-1.98E-05,-0.2475,0.0125
-1.96E-05,-0.241875,0.0003125
-1.94E-05,-0.2325,0.0128125
-1.92E-05,-0.23625,-0.0121875
-1.90E-05,-0.245938,-0.01
-1.88E-05,-0.230938,0.0465625
-1.86E-05,-0.24625,0.0034375
-1.84E-05,-0.232188,0.000625
-1.82E-05,-0.2325,0.0084375
-1.80E-05,-0.235,-0.00125
-1.78E-05,-0.235937,0.0003125
-1.76E-05,-0.239375,0.011875
-1.74E-05,-0.237188,0.014375
-1.72E-05,-0.235,0.0053125
-1.70E-05,-0.221563,0.0015625
-1.68E-05,-0.2375,0.0021875
-1.66E-05,-0.238125,0.009375
-1.64E-05,-0.234688,0.0084375
-1.62E-05,-0.235937,0.0046875
-1.60E-05,-0.2425,-0.054375
-1.58E-05,-0.206875,0.0984375
-1.56E-05,-0.249688,-0.0353125
-1.54E-05,-0.2275,0.015
-1.52E-05,-0.232188,0.004375
-1.50E-05,-0.233437,0.005
-1.48E-05,-0.24125,0.0028125
-1.46E-05,-0.23375,0.0125
-1.44E-05,-0.227813,0
-1.42E-05,-0.240625,0.004375
-1.40E-05,-0.230313,0.008125
-1.38E-05,-0.245,0.0034375
-1.36E-05,-0.2325,0.001875
-1.34E-05,-0.238125,0.005
-1.32E-05,-0.237812,0.0015625
-1.30E-05,-0.22125,0.0125
-1.28E-05,-0.237188,0.0075
-1.26E-05,-0.23125,0.0021875
-1.24E-05,-0.2375,-0.0003125
-1.22E-05,-0.22875,0.0096875
-1.20E-05,-0.235,0.0071875
-1.18E-05,-0.232188,-0.0003125
-1.16E-05,-0.23125,0.0153125
-1.14E-05,-0.233437,0.0028125
-1.12E-05,-0.2425,-0.0003125
-1.10E-05,-0.230625,0.006875
-1.08E-05,-0.215625,0.0003125
-1.06E-05,-0.237188,-0.004375
-1.04E-05,-0.2225,-0.004375
-1.02E-05,-0.22625,0.00875
-1.00E-05,-0.220938,-0.005
-9.80E-06,-0.225938,-0.0134375
-9.60E-06,-0.238438,0.0221875
-9.40E-06,-0.25,-0.0878125
-9.20E-06,-0.227187,0.0515625
-9.00E-06,-0.22125,0.028125
-8.80E-06,-0.2325,-0.004375
-8.60E-06,-0.235625,-0.0059375
-8.40E-06,-0.243438,-0.000625
-8.20E-06,-0.225,0.014375
-8.00E-06,-0.2325,-0.0059375
-7.80E-06,-0.22125,0.0078125
-7.60E-06,-0.232188,0.0096875
-7.40E-06,-0.2225,0.011875
-7.20E-06,-0.230938,0
-7.00E-06,-0.229688,-0.0021875
-6.80E-06,-0.230625,0.00125
-6.60E-06,-0.236563,0.0046875
-6.40E-06,-0.234375,-0.008125
-6.20E-06,-0.20875,0.078125
-6.00E-06,-0.262812,-0.105312
-5.80E-06,-0.23,0.0340625
-5.60E-06,-0.232188,-0.0178125
-5.40E-06,-0.234063,-0.0034375
-5.20E-06,-0.229375,0.00375
